customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
2,122,nutrella,2024-06-01,4,40.0,10,400.0
2,123,clinic plus,2024-06-25,8,1.5,4,6.0
19,123,refined oil,2024-06-17,7,110.0,3,330.0
20,123,besan,2024-03-09,9,52.0,6,312.0
17,121,sugar,2024-05-30,1,50.0,2,100.0
6,121,quaker oats,2024-05-20,3,212.0,7,1484.0
3,122,dantkanti,2024-07-23,4,100.0,2,200.0
17,121,dantkanti,2024-03-23,2,100.0,8,800.0
8,122,dantkanti,2024-05-05,4,100.0,10,1000.0
12,123,besan,2024-06-07,8,52.0,7,364.0
8,122,refined oil,2024-03-06,5,110.0,10,1100.0
4,121,maida,2024-04-02,3,20.0,10,200.0
12,121,besan,2024-08-12,2,52.0,10,520.0
5,123,dantkanti,2024-06-05,8,100.0,9,900.0
4,123,quaker oats,2024-05-12,8,212.0,2,424.0
13,121,dantkanti,2024-03-30,2,100.0,3,300.0
9,121,clinic plus,2024-05-20,1,1.5,2,3.0
15,122,sugar,2024-04-26,4,50.0,1,50.0
8,123,besan,2024-06-25,8,52.0,1,52.0
12,121,clinic plus,2024-08-17,1,1.5,3,4.5
3,123,refined oil,2024-06-22,9,110.0,8,880.0
1,123,maida,2024-04-12,7,20.0,7,140.0
15,121,clinic plus,2024-06-04,3,1.5,3,4.5
10,122,sugar,2024-08-09,4,50.0,4,200.0
16,123,quaker oats,2024-07-31,8,212.0,4,848.0
19,121,quaker oats,2024-05-01,2,212.0,1,212.0
9,121,sugar,2024-06-27,1,50.0,6,300.0
11,123,quaker oats,2024-05-31,8,212.0,10,2120.0
9,123,quaker oats,2024-03-03,9,212.0,3,636.0
18,121,besan,2024-07-09,1,52.0,8,416.0
13,122,nutrella,2024-07-11,4,40.0,2,80.0
19,121,refined oil,2024-05-18,2,110.0,9,990.0
6,121,maida,2024-03-05,3,20.0,10,200.0
14,122,maida,2024-06-01,5,20.0,10,200.0
13,123,quaker oats,2024-05-24,8,212.0,4,848.0
17,123,besan,2024-05-25,8,52.0,2,104.0
11,121,clinic plus,2024-05-14,1,1.5,8,12.0
3,122,dantkanti,2024-05-18,4,100.0,10,1000.0
1,122,refined oil,2024-05-06,6,110.0,10,1100.0
6,121,quaker oats,2024-06-03,1,212.0,9,1908.0
17,122,sugar,2024-04-12,5,50.0,2,100.0
9,121,nutrella,2024-03-15,1,40.0,3,120.0
9,122,maida,2024-03-17,4,20.0,9,180.0
19,122,dantkanti,2024-04-23,6,100.0,2,200.0
18,123,dantkanti,2024-06-09,8,100.0,2,200.0
18,122,dantkanti,2024-03-28,4,100.0,5,500.0
14,121,maida,2024-08-05,3,20.0,4,80.0
7,121,quaker oats,2024-06-15,1,212.0,9,1908.0
7,123,nutrella,2024-05-24,7,40.0,8,320.0
10,123,refined oil,2024-07-21,9,110.0,10,1100.0
6,122,sugar,2024-03-07,5,50.0,2,100.0
17,122,refined oil,2024-03-21,6,110.0,5,550.0
17,122,refined oil,2024-08-10,5,110.0,7,770.0
8,122,nutrella,2024-05-11,6,40.0,6,240.0
13,121,quaker oats,2024-04-14,1,212.0,2,424.0
16,121,quaker oats,2024-03-13,3,212.0,9,1908.0
7,122,dantkanti,2024-04-03,5,100.0,3,300.0
9,122,clinic plus,2024-05-12,6,1.5,3,4.5
12,123,refined oil,2024-03-21,9,110.0,8,880.0
15,121,dantkanti,2024-03-31,3,100.0,9,900.0
16,123,dantkanti,2024-03-17,7,100.0,1,100.0
18,123,besan,2024-06-06,9,52.0,3,156.0
15,121,quaker oats,2024-08-10,1,212.0,5,1060.0
19,121,nutrella,2024-05-27,2,40.0,8,320.0
13,121,clinic plus,2024-08-11,3,1.5,9,13.5
2,121,besan,2024-05-23,2,52.0,1,52.0
19,123,quaker oats,2024-04-14,9,212.0,1,212.0
10,123,quaker oats,2024-05-13,9,212.0,8,1696.0
16,121,besan,2024-05-13,1,52.0,3,156.0
14,121,nutrella,2024-08-16,1,40.0,4,160.0
6,123,clinic plus,2024-05-23,9,1.5,5,7.5
13,121,refined oil,2024-04-12,2,110.0,8,880.0
5,122,quaker oats,2024-07-03,4,212.0,10,2120.0
7,122,dantkanti,2024-06-30,6,100.0,4,400.0
4,123,maida,2024-07-12,9,20.0,4,80.0
13,121,clinic plus,2024-04-03,3,1.5,4,6.0
20,122,dantkanti,2024-07-13,6,100.0,8,800.0
14,122,besan,2024-06-11,5,52.0,5,260.0
17,122,quaker oats,2024-07-25,4,212.0,3,636.0
17,123,besan,2024-06-10,7,52.0,3,156.0
2,122,nutrella,2024-08-19,6,40.0,6,240.0
7,122,refined oil,2024-04-22,6,110.0,9,990.0
17,121,clinic plus,2024-03-03,1,1.5,9,13.5
9,122,refined oil,2024-06-26,4,110.0,10,1100.0
14,121,dantkanti,2024-04-22,2,100.0,1,100.0
5,122,refined oil,2024-03-28,6,110.0,5,550.0
7,123,dantkanti,2024-03-28,7,100.0,6,600.0
20,121,quaker oats,2024-06-24,1,212.0,4,848.0
12,121,sugar,2024-08-09,3,50.0,5,250.0
16,123,nutrella,2024-03-12,9,40.0,3,120.0
16,123,clinic plus,2024-05-05,9,1.5,6,9.0
8,122,nutrella,2024-04-09,6,40.0,6,240.0
4,121,maida,2024-06-20,2,20.0,5,100.0
5,123,besan,2024-08-20,7,52.0,10,520.0
15,122,quaker oats,2024-03-23,4,212.0,8,1696.0
1,121,nutrella,2024-07-15,3,40.0,9,360.0
13,122,maida,2024-06-10,5,20.0,4,80.0
11,121,maida,2024-05-03,3,20.0,5,100.0
9,121,nutrella,2024-05-11,2,40.0,7,280.0
16,122,besan,2024-04-25,4,52.0,4,208.0
12,122,maida,2024-06-07,6,20.0,4,80.0
18,123,besan,2024-08-12,8,52.0,6,312.0
20,121,clinic plus,2024-05-01,1,1.5,4,6.0
1,123,sugar,2024-04-01,7,50.0,8,400.0
19,123,maida,2024-06-20,8,20.0,2,40.0
18,122,quaker oats,2024-08-14,6,212.0,7,1484.0
3,123,nutrella,2024-06-20,8,40.0,1,40.0
20,123,quaker oats,2024-07-09,7,212.0,10,2120.0
20,122,clinic plus,2024-08-14,4,1.5,1,1.5
14,123,besan,2024-08-03,9,52.0,5,260.0
10,123,maida,2024-08-09,8,20.0,4,80.0
2,123,nutrella,2024-07-30,7,40.0,6,240.0
11,122,dantkanti,2024-04-17,6,100.0,10,1000.0
5,121,nutrella,2024-08-03,3,40.0,7,280.0
16,121,maida,2024-07-11,3,20.0,2,40.0
14,122,refined oil,2024-06-01,5,110.0,8,880.0
3,121,nutrella,2024-04-28,1,40.0,2,80.0
20,123,quaker oats,2024-05-24,7,212.0,6,1272.0
15,123,sugar,2024-07-20,8,50.0,8,400.0
8,121,refined oil,2024-04-22,2,110.0,4,440.0
14,121,maida,2024-05-31,2,20.0,6,120.0
4,121,maida,2024-05-22,2,20.0,8,160.0
13,122,sugar,2024-03-14,6,50.0,8,400.0
10,122,maida,2024-05-14,5,20.0,7,140.0
13,122,nutrella,2024-05-31,4,40.0,5,200.0
4,122,quaker oats,2024-04-23,6,212.0,5,1060.0
3,121,dantkanti,2024-08-01,2,100.0,1,100.0
11,121,dantkanti,2024-08-03,3,100.0,1,100.0
3,123,dantkanti,2024-06-01,9,100.0,5,500.0
2,122,nutrella,2024-06-09,4,40.0,8,320.0
18,122,dantkanti,2024-04-13,6,100.0,3,300.0
17,123,quaker oats,2024-08-15,8,212.0,7,1484.0
12,123,besan,2024-03-04,7,52.0,6,312.0
14,121,maida,2024-06-29,2,20.0,2,40.0
5,122,besan,2024-08-17,5,52.0,1,52.0
15,122,sugar,2024-07-03,6,50.0,3,150.0
5,121,sugar,2024-05-06,2,50.0,10,500.0
9,123,besan,2024-08-17,9,52.0,10,520.0
9,121,sugar,2024-05-21,2,50.0,5,250.0
8,123,besan,2024-03-13,8,52.0,10,520.0
18,122,maida,2024-05-13,5,20.0,1,20.0
13,121,refined oil,2024-03-21,3,110.0,4,440.0
13,122,dantkanti,2024-03-13,5,100.0,4,400.0
18,121,maida,2024-05-25,1,20.0,8,160.0
6,121,clinic plus,2024-08-09,2,1.5,1,1.5
15,121,refined oil,2024-05-29,3,110.0,3,330.0
8,121,refined oil,2024-06-15,1,110.0,9,990.0
13,123,besan,2024-08-12,9,52.0,2,104.0
2,122,dantkanti,2024-07-30,5,100.0,2,200.0
1,121,maida,2024-07-10,3,20.0,5,100.0
9,121,maida,2024-03-08,1,20.0,3,60.0
20,121,refined oil,2024-05-19,3,110.0,6,660.0
17,121,besan,2024-04-23,2,52.0,1,52.0
5,123,dantkanti,2024-06-24,9,100.0,5,500.0
9,123,nutrella,2024-04-24,7,40.0,6,240.0
5,123,refined oil,2024-04-27,8,110.0,2,220.0
15,122,maida,2024-05-12,4,20.0,8,160.0
2,123,clinic plus,2024-03-30,9,1.5,5,7.5
16,122,nutrella,2024-03-28,4,40.0,1,40.0
18,123,refined oil,2024-05-23,8,110.0,3,330.0
6,122,sugar,2024-06-21,6,50.0,9,450.0
4,123,nutrella,2024-06-07,7,40.0,5,200.0
9,122,nutrella,2024-05-21,4,40.0,5,200.0
13,122,besan,2024-07-23,5,52.0,10,520.0
20,121,maida,2024-06-13,2,20.0,6,120.0
9,123,quaker oats,2024-07-18,8,212.0,7,1484.0
17,121,besan,2024-06-26,1,52.0,4,208.0
6,121,sugar,2024-07-10,3,50.0,8,400.0
1,122,dantkanti,2024-03-25,5,100.0,6,600.0
20,122,sugar,2024-07-03,6,50.0,1,50.0
2,123,refined oil,2024-06-09,9,110.0,1,110.0
10,122,besan,2024-03-07,6,52.0,7,364.0
13,123,maida,2024-04-11,9,20.0,9,180.0
13,122,maida,2024-03-19,4,20.0,2,40.0
15,121,besan,2024-03-29,2,52.0,3,156.0
8,123,nutrella,2024-06-16,8,40.0,10,400.0
4,122,nutrella,2024-06-04,4,40.0,10,400.0
3,122,clinic plus,2024-08-14,4,1.5,1,1.5
5,123,quaker oats,2024-04-23,9,212.0,6,1272.0
1,121,nutrella,2024-08-14,1,40.0,3,120.0
12,123,besan,2024-05-29,7,52.0,6,312.0
3,122,nutrella,2024-03-12,6,40.0,1,40.0
4,121,quaker oats,2024-08-06,3,212.0,6,1272.0
3,122,sugar,2024-05-13,4,50.0,7,350.0
15,123,nutrella,2024-06-26,8,40.0,6,240.0
6,123,sugar,2024-04-13,9,50.0,2,100.0
16,122,quaker oats,2024-03-12,6,212.0,5,1060.0
13,121,clinic plus,2024-05-14,2,1.5,4,6.0
11,122,besan,2024-03-27,4,52.0,9,468.0
16,123,clinic plus,2024-04-01,9,1.5,8,12.0
2,121,sugar,2024-03-18,1,50.0,7,350.0
6,123,besan,2024-06-30,9,52.0,3,156.0
4,121,sugar,2024-05-20,1,50.0,4,200.0
4,123,refined oil,2024-07-24,7,110.0,6,660.0
11,123,refined oil,2024-04-12,7,110.0,7,770.0
11,121,refined oil,2024-05-03,1,110.0,3,330.0
12,121,quaker oats,2024-07-21,1,212.0,9,1908.0
10,121,nutrella,2024-08-07,2,40.0,10,400.0
4,122,nutrella,2024-05-28,5,40.0,8,320.0
6,123,sugar,2024-06-28,8,50.0,3,150.0
3,121,besan,2024-06-15,3,52.0,8,416.0
1,122,dantkanti,2024-04-28,5,100.0,5,500.0
9,121,maida,2024-03-11,3,20.0,4,80.0
7,121,quaker oats,2024-05-29,2,212.0,5,1060.0
16,121,clinic plus,2024-05-08,3,1.5,7,10.5
17,122,clinic plus,2024-03-29,4,1.5,8,12.0
3,123,maida,2024-05-25,9,20.0,10,200.0
17,123,sugar,2024-03-19,8,50.0,1,50.0
10,123,quaker oats,2024-05-14,7,212.0,8,1696.0
10,121,nutrella,2024-05-02,3,40.0,7,280.0
9,123,sugar,2024-08-18,8,50.0,9,450.0
12,122,refined oil,2024-04-02,5,110.0,10,1100.0
12,122,refined oil,2024-06-07,6,110.0,8,880.0
6,123,besan,2024-03-26,8,52.0,5,260.0
18,122,maida,2024-07-28,4,20.0,7,140.0
6,122,nutrella,2024-08-03,5,40.0,5,200.0
19,121,maida,2024-03-05,1,20.0,8,160.0
16,121,sugar,2024-08-13,3,50.0,5,250.0
8,121,sugar,2024-04-14,3,50.0,9,450.0
8,123,maida,2024-07-01,9,20.0,1,20.0
19,121,sugar,2024-07-03,3,50.0,10,500.0
8,122,sugar,2024-06-11,4,50.0,10,500.0
13,123,nutrella,2024-05-10,9,40.0,3,120.0
4,121,sugar,2024-03-28,3,50.0,4,200.0
20,123,sugar,2024-04-16,9,50.0,10,500.0
12,123,clinic plus,2024-06-25,9,1.5,3,4.5
1,121,nutrella,2024-03-06,1,40.0,8,320.0
16,122,nutrella,2024-05-10,6,40.0,5,200.0
5,121,clinic plus,2024-03-26,1,1.5,8,12.0
20,123,besan,2024-05-26,9,52.0,7,364.0
2,122,dantkanti,2024-06-17,4,100.0,2,200.0
8,123,maida,2024-06-25,7,20.0,8,160.0
11,123,besan,2024-08-16,7,52.0,7,364.0
3,123,maida,2024-03-04,9,20.0,8,160.0
6,122,maida,2024-08-18,4,20.0,10,200.0
18,123,clinic plus,2024-07-02,8,1.5,8,12.0
7,122,maida,2024-07-28,4,20.0,10,200.0
16,121,sugar,2024-07-11,2,50.0,5,250.0
16,121,maida,2024-07-04,2,20.0,4,80.0
20,122,nutrella,2024-05-27,4,40.0,2,80.0
3,123,sugar,2024-08-01,8,50.0,3,150.0
10,122,maida,2024-04-30,6,20.0,2,40.0
4,123,nutrella,2024-07-02,8,40.0,1,40.0
18,122,quaker oats,2024-05-05,5,212.0,3,636.0
3,123,refined oil,2024-03-25,8,110.0,2,220.0
14,121,besan,2024-06-15,1,52.0,7,364.0
1,123,sugar,2024-08-01,8,50.0,7,350.0
11,121,nutrella,2024-08-17,1,40.0,6,240.0
11,123,maida,2024-07-10,8,20.0,2,40.0
17,123,dantkanti,2024-07-18,8,100.0,1,100.0
13,123,clinic plus,2024-05-31,8,1.5,3,4.5
8,123,sugar,2024-08-01,9,50.0,2,100.0
18,122,quaker oats,2024-03-18,4,212.0,8,1696.0
4,122,dantkanti,2024-05-14,6,100.0,9,900.0
15,122,refined oil,2024-06-15,6,110.0,4,440.0
10,121,refined oil,2024-08-03,1,110.0,6,660.0
2,123,clinic plus,2024-08-02,8,1.5,10,15.0
6,121,quaker oats,2024-06-14,3,212.0,6,1272.0
16,123,besan,2024-06-29,7,52.0,4,208.0
10,121,quaker oats,2024-05-03,3,212.0,3,636.0
17,121,nutrella,2024-07-20,1,40.0,7,280.0
19,123,besan,2024-03-24,8,52.0,10,520.0
7,122,sugar,2024-06-06,6,50.0,7,350.0
19,123,besan,2024-06-02,7,52.0,5,260.0
9,123,sugar,2024-04-20,7,50.0,2,100.0
14,123,nutrella,2024-04-14,8,40.0,5,200.0
14,121,dantkanti,2024-07-04,2,100.0,3,300.0
5,122,refined oil,2024-07-19,6,110.0,4,440.0
15,122,quaker oats,2024-04-14,4,212.0,4,848.0
20,121,refined oil,2024-08-07,3,110.0,3,330.0
5,123,sugar,2024-04-01,7,50.0,3,150.0
18,122,sugar,2024-03-26,6,50.0,1,50.0
16,122,refined oil,2024-05-07,5,110.0,6,660.0
15,123,quaker oats,2024-06-20,9,212.0,8,1696.0
8,123,maida,2024-08-20,7,20.0,1,20.0
15,122,besan,2024-07-16,4,52.0,4,208.0
10,122,clinic plus,2024-05-06,4,1.5,7,10.5
8,121,sugar,2024-06-01,1,50.0,3,150.0
16,121,quaker oats,2024-03-11,3,212.0,5,1060.0
1,122,dantkanti,2024-08-03,5,100.0,8,800.0
11,123,sugar,2024-07-09,9,50.0,8,400.0
19,123,dantkanti,2024-04-09,9,100.0,7,700.0
7,121,besan,2024-03-07,3,52.0,10,520.0
15,122,maida,2024-06-11,5,20.0,6,120.0
10,122,maida,2024-05-20,6,20.0,4,80.0
12,121,maida,2024-08-04,2,20.0,2,40.0
10,123,clinic plus,2024-08-12,9,1.5,8,12.0
6,121,refined oil,2024-06-05,3,110.0,6,660.0
4,123,maida,2024-04-17,7,20.0,10,200.0
10,122,maida,2024-04-26,6,20.0,3,60.0
10,122,maida,2024-06-13,6,20.0,2,40.0
13,121,dantkanti,2024-06-15,3,100.0,2,200.0
5,123,maida,2024-04-21,8,20.0,1,20.0
7,122,dantkanti,2024-04-09,5,100.0,8,800.0
19,123,nutrella,2024-05-17,9,40.0,8,320.0
2,123,clinic plus,2024-07-16,8,1.5,4,6.0
8,123,maida,2024-04-29,9,20.0,2,40.0
5,123,nutrella,2024-03-03,9,40.0,3,120.0
7,123,quaker oats,2024-06-09,7,212.0,3,636.0
17,121,dantkanti,2024-07-12,2,100.0,2,200.0
20,122,clinic plus,2024-08-12,5,1.5,3,4.5
18,121,quaker oats,2024-08-10,2,212.0,9,1908.0
13,123,clinic plus,2024-07-20,9,1.5,6,9.0
16,122,maida,2024-03-20,5,20.0,1,20.0
17,121,sugar,2024-08-04,2,50.0,3,150.0
8,123,nutrella,2024-06-21,8,40.0,2,80.0
12,122,refined oil,2024-06-05,4,110.0,9,990.0
9,123,maida,2024-04-30,8,20.0,6,120.0
13,123,refined oil,2024-05-14,9,110.0,9,990.0
10,122,besan,2024-05-19,4,52.0,2,104.0
14,121,nutrella,2024-06-03,2,40.0,2,80.0
17,123,besan,2024-04-14,7,52.0,10,520.0
10,121,nutrella,2024-03-31,1,40.0,9,360.0
9,123,refined oil,2024-03-10,9,110.0,1,110.0
9,123,sugar,2024-07-28,9,50.0,6,300.0
19,121,refined oil,2024-07-01,3,110.0,5,550.0
11,121,sugar,2024-04-23,3,50.0,8,400.0
9,122,dantkanti,2024-06-04,6,100.0,5,500.0
6,123,dantkanti,2024-07-23,7,100.0,10,1000.0
17,123,sugar,2024-05-21,9,50.0,1,50.0
4,123,refined oil,2024-03-30,8,110.0,2,220.0
11,123,refined oil,2024-04-09,9,110.0,4,440.0
19,121,nutrella,2024-03-14,3,40.0,5,200.0
19,123,besan,2024-07-21,8,52.0,4,208.0
2,122,maida,2024-03-15,5,20.0,9,180.0
20,121,besan,2024-07-12,3,52.0,3,156.0
9,123,maida,2024-04-20,8,20.0,9,180.0
18,122,refined oil,2024-08-06,5,110.0,4,440.0
14,123,nutrella,2024-04-07,9,40.0,10,400.0
2,123,clinic plus,2024-04-03,9,1.5,4,6.0
16,122,nutrella,2024-03-08,6,40.0,9,360.0
10,121,nutrella,2024-08-02,2,40.0,8,320.0
17,121,dantkanti,2024-04-24,3,100.0,9,900.0
10,121,clinic plus,2024-06-01,2,1.5,2,3.0
1,123,clinic plus,2024-04-29,9,1.5,9,13.5
20,122,quaker oats,2024-04-17,4,212.0,1,212.0
10,121,sugar,2024-07-05,1,50.0,8,400.0
9,123,quaker oats,2024-08-04,8,212.0,3,636.0
20,121,maida,2024-04-22,1,20.0,10,200.0
8,121,clinic plus,2024-05-03,3,1.5,3,4.5
2,123,refined oil,2024-06-15,9,110.0,1,110.0
2,122,sugar,2024-07-31,4,50.0,5,250.0
18,123,maida,2024-04-22,8,20.0,8,160.0
15,123,dantkanti,2024-06-04,9,100.0,10,1000.0
6,121,sugar,2024-04-12,2,50.0,6,300.0
9,123,maida,2024-05-09,9,20.0,7,140.0
2,121,clinic plus,2024-07-08,3,1.5,4,6.0
3,123,besan,2024-05-24,7,52.0,10,520.0
12,123,clinic plus,2024-04-01,7,1.5,10,15.0
4,123,quaker oats,2024-06-16,9,212.0,1,212.0
3,122,nutrella,2024-04-23,4,40.0,1,40.0
8,121,clinic plus,2024-07-02,1,1.5,2,3.0
9,123,besan,2024-07-05,9,52.0,5,260.0
8,122,dantkanti,2024-03-20,4,100.0,8,800.0
6,122,maida,2024-03-31,6,20.0,8,160.0
5,122,clinic plus,2024-03-17,6,1.5,3,4.5
8,122,quaker oats,2024-03-10,5,212.0,5,1060.0
12,121,nutrella,2024-07-03,3,40.0,1,40.0
19,121,quaker oats,2024-05-19,2,212.0,5,1060.0
20,121,sugar,2024-07-15,1,50.0,2,100.0
15,121,quaker oats,2024-07-24,3,212.0,10,2120.0
4,121,nutrella,2024-07-30,1,40.0,6,240.0
12,122,dantkanti,2024-04-12,4,100.0,10,1000.0
5,122,clinic plus,2024-07-14,5,1.5,3,4.5
2,121,besan,2024-04-06,1,52.0,5,260.0
13,121,clinic plus,2024-03-31,3,1.5,4,6.0
5,121,clinic plus,2024-04-14,1,1.5,10,15.0
5,123,clinic plus,2024-04-25,7,1.5,10,15.0
13,123,refined oil,2024-05-04,7,110.0,9,990.0
15,122,refined oil,2024-04-08,6,110.0,7,770.0
8,121,nutrella,2024-03-28,1,40.0,3,120.0
5,122,maida,2024-08-20,6,20.0,4,80.0
8,122,quaker oats,2024-08-03,4,212.0,7,1484.0
2,123,clinic plus,2024-08-14,8,1.5,4,6.0
4,123,refined oil,2024-03-27,8,110.0,5,550.0
7,121,sugar,2024-08-02,2,50.0,6,300.0
17,122,dantkanti,2024-05-08,6,100.0,8,800.0
9,123,quaker oats,2024-05-08,7,212.0,6,1272.0
11,122,refined oil,2024-08-18,4,110.0,1,110.0
2,121,refined oil,2024-07-29,3,110.0,6,660.0
1,121,besan,2024-05-30,1,52.0,3,156.0
20,121,quaker oats,2024-07-09,2,212.0,2,424.0
17,123,refined oil,2024-07-27,8,110.0,2,220.0
15,122,maida,2024-04-18,6,20.0,9,180.0
17,122,quaker oats,2024-07-06,6,212.0,6,1272.0
17,123,nutrella,2024-08-03,9,40.0,4,160.0
6,122,maida,2024-07-20,6,20.0,6,120.0
8,121,clinic plus,2024-03-30,2,1.5,6,9.0
3,122,quaker oats,2024-07-11,6,212.0,8,1696.0
9,121,nutrella,2024-08-01,3,40.0,2,80.0
1,123,quaker oats,2024-07-21,7,212.0,4,848.0
4,121,sugar,2024-04-02,1,50.0,1,50.0
5,122,maida,2024-05-20,4,20.0,1,20.0
4,121,clinic plus,2024-07-20,2,1.5,6,9.0
12,121,dantkanti,2024-05-15,1,100.0,9,900.0
11,123,maida,2024-06-26,8,20.0,9,180.0
5,123,quaker oats,2024-06-03,7,212.0,10,2120.0
11,123,nutrella,2024-08-14,8,40.0,1,40.0
3,121,refined oil,2024-06-17,2,110.0,3,330.0
15,123,clinic plus,2024-04-20,7,1.5,10,15.0
7,121,sugar,2024-07-28,3,50.0,6,300.0
2,122,quaker oats,2024-03-26,6,212.0,2,424.0
15,121,clinic plus,2024-04-03,2,1.5,10,15.0
15,122,dantkanti,2024-03-14,5,100.0,7,700.0
9,121,besan,2024-08-12,2,52.0,2,104.0
4,121,nutrella,2024-05-19,3,40.0,5,200.0
20,121,refined oil,2024-05-27,1,110.0,9,990.0
5,122,quaker oats,2024-03-28,5,212.0,2,424.0
1,123,quaker oats,2024-04-27,8,212.0,10,2120.0
8,123,sugar,2024-07-12,7,50.0,3,150.0
19,123,dantkanti,2024-03-28,9,100.0,7,700.0
14,123,clinic plus,2024-05-10,9,1.5,2,3.0
13,123,maida,2024-05-19,9,20.0,7,140.0
10,123,clinic plus,2024-08-06,7,1.5,7,10.5
3,122,nutrella,2024-08-01,6,40.0,8,320.0
3,122,nutrella,2024-07-24,6,40.0,2,80.0
16,121,nutrella,2024-04-10,2,40.0,9,360.0
20,123,besan,2024-06-18,7,52.0,6,312.0
14,121,maida,2024-07-13,3,20.0,8,160.0
16,122,maida,2024-06-01,5,20.0,4,80.0
5,123,sugar,2024-05-11,7,50.0,8,400.0
5,121,besan,2024-05-17,1,52.0,3,156.0
2,122,sugar,2024-06-20,4,50.0,4,200.0
6,122,besan,2024-03-28,6,52.0,6,312.0
9,122,clinic plus,2024-07-28,4,1.5,3,4.5
8,123,dantkanti,2024-04-10,7,100.0,5,500.0
11,122,dantkanti,2024-06-24,6,100.0,2,200.0
17,123,nutrella,2024-06-10,9,40.0,10,400.0
8,122,maida,2024-05-01,4,20.0,2,40.0
16,123,maida,2024-07-07,8,20.0,6,120.0
12,123,sugar,2024-07-29,7,50.0,5,250.0
13,121,nutrella,2024-08-01,1,40.0,5,200.0
5,121,dantkanti,2024-07-22,1,100.0,4,400.0
7,122,quaker oats,2024-07-04,5,212.0,4,848.0
6,122,dantkanti,2024-03-26,5,100.0,8,800.0
9,123,refined oil,2024-03-31,7,110.0,3,330.0
11,121,maida,2024-06-22,2,20.0,1,20.0
3,122,sugar,2024-08-19,4,50.0,1,50.0
2,123,clinic plus,2024-07-27,8,1.5,2,3.0
14,123,sugar,2024-05-03,9,50.0,3,150.0
3,122,besan,2024-03-22,5,52.0,5,260.0
6,123,quaker oats,2024-06-22,8,212.0,9,1908.0
11,122,nutrella,2024-04-26,5,40.0,9,360.0
7,121,nutrella,2024-07-20,1,40.0,8,320.0
1,121,refined oil,2024-05-23,2,110.0,9,990.0
12,121,dantkanti,2024-07-11,3,100.0,8,800.0
20,122,nutrella,2024-07-17,4,40.0,3,120.0
11,123,maida,2024-04-05,7,20.0,2,40.0
4,123,clinic plus,2024-07-14,8,1.5,8,12.0
20,123,clinic plus,2024-04-30,9,1.5,9,13.5
5,121,dantkanti,2024-06-24,2,100.0,5,500.0
18,122,besan,2024-08-08,4,52.0,8,416.0
20,122,refined oil,2024-04-06,5,110.0,8,880.0
